Date,Open,High,Low,Close,Adj Close,Volume
2018-08-29,162.339996,164.229996,161.130005,163.559998,163.439301,765000
2018-08-30,163.419998,163.639999,161.160004,161.800003,161.680603,916300
2018-08-31,161.470001,164.339996,161.470001,164.029999,163.908951,960700
2018-09-04,164.509995,169.589996,164.199997,169.479996,169.354935,1371600
2018-09-05,169.410004,170.910004,166.809998,167.000000,166.876755,1018200
2018-09-06,167.970001,169.389999,166.770004,167.220001,167.096603,775600
2018-09-07,167.229996,169.220001,167.089996,167.279999,167.156555,763200
2018-09-10,168.470001,169.089996,166.139999,166.929993,166.806808,910200
2018-09-11,166.929993,168.419998,166.649994,167.240005,167.116592,738500
2018-09-12,167.139999,168.690002,166.289993,167.100006,166.976700,1119600
2018-09-13,167.100006,167.990005,165.279999,166.729996,166.606964,835800
2018-09-14,166.949997,167.919998,165.190002,165.449997,165.327896,995800
2018-09-17,167.509995,169.759995,163.210007,163.500000,163.379333,1093400
2018-09-18,159.750000,167.800003,159.000000,167.649994,167.526276,1272400
2018-09-19,167.919998,169.990005,167.339996,169.600006,169.474854,1110400
2018-09-20,170.139999,170.750000,167.009995,169.550003,169.484833,879900
2018-09-21,170.820007,171.330002,168.199997,168.440002,168.375259,1605300
2018-09-24,167.699997,168.500000,167.009995,167.649994,167.585556,894900
2018-09-25,168.000000,168.429993,165.740005,167.320007,167.255707,691800
2018-09-26,167.910004,170.669998,166.350006,169.330002,169.264923,754200
2018-09-27,169.419998,170.919998,169.169998,169.789993,169.724731,739700
2018-09-28,169.710007,171.039993,167.830002,168.330002,168.265305,1309700
2018-10-01,169.020004,170.639999,168.190002,169.600006,169.534821,591600
2018-10-02,170.470001,171.130005,168.029999,168.399994,168.335266,819300
2018-10-03,168.679993,168.910004,167.210007,167.600006,167.535599,535500
2018-10-04,167.699997,167.699997,165.080002,165.710007,165.646317,769500
2018-10-05,165.630005,167.449997,164.309998,165.830002,165.766266,938800
2018-10-08,165.399994,169.160004,165.399994,168.360001,168.295288,784700
2018-10-09,168.270004,171.500000,168.160004,168.889999,168.825089,850400
2018-10-10,169.000000,169.649994,162.869995,163.169998,163.107285,997300
2018-10-11,162.869995,165.529999,160.600006,161.039993,160.978104,1345400
2018-10-12,163.580002,165.949997,162.619995,165.119995,165.056534,1096700
2018-10-15,165.000000,168.679993,164.759995,166.929993,166.865829,644900
2018-10-16,170.699997,170.699997,163.779999,168.369995,168.305283,1067700
2018-10-17,166.809998,167.800003,154.020004,159.580002,159.518677,1967500
2018-10-18,159.720001,163.000000,158.520004,162.190002,162.127670,1393600
2018-10-19,163.300003,166.759995,162.369995,164.330002,164.266846,1406100
2018-10-22,164.389999,165.649994,162.990005,164.770004,164.706680,1426000
2018-10-23,162.440002,165.139999,161.389999,163.970001,163.906982,1037800
2018-10-24,163.500000,167.020004,158.850006,159.179993,159.118820,1418200
2018-10-25,159.410004,164.410004,157.130005,163.169998,163.107285,1350400
2018-10-26,161.699997,165.520004,160.210007,164.550003,164.486755,1668600
2018-10-29,166.710007,168.520004,162.910004,164.869995,164.806625,1627400
2018-10-30,165.160004,165.619995,163.179993,164.970001,164.906601,1020000
2018-10-31,166.089996,166.089996,159.669998,159.759995,159.698593,1749400
2018-11-01,159.960007,164.350006,158.100006,163.509995,163.447159,1018400
2018-11-02,165.020004,165.690002,163.720001,165.000000,164.936584,1089200
2018-11-05,165.240005,166.110001,163.289993,165.110001,165.046539,1250700
2018-11-06,166.559998,168.789993,165.690002,168.089996,168.025391,1085900
2018-11-07,169.210007,170.559998,167.080002,170.509995,170.444458,888700
2018-11-08,170.119995,173.690002,169.449997,172.449997,172.383713,1354200
2018-11-09,172.660004,174.710007,170.690002,171.179993,171.114197,1202300
2018-11-12,170.330002,170.899994,166.190002,167.059998,166.995789,1522400
2018-11-13,184.070007,185.500000,177.509995,184.720001,184.649002,3662700
2018-11-14,185.990005,186.149994,177.610001,177.679993,177.611710,1806900
2018-11-15,176.880005,180.440002,174.800003,179.050003,178.981186,1026600
2018-11-16,177.550003,179.490005,176.000000,179.210007,179.141129,876000
2018-11-19,179.149994,182.490005,176.899994,177.750000,177.681686,856700
2018-11-20,174.050003,177.669998,171.119995,171.529999,171.464081,891900
2018-11-21,171.500000,176.089996,171.410004,174.669998,174.602859,893700
2018-11-23,173.699997,178.529999,173.660004,177.240005,177.171890,325700
2018-11-26,178.910004,180.770004,176.919998,177.720001,177.651703,658800
2018-11-27,176.649994,181.419998,176.600006,179.270004,179.201111,701700
2018-11-28,178.850006,180.789993,177.949997,178.949997,178.881226,1086600
2018-11-29,177.910004,179.179993,177.339996,177.669998,177.601715,747800
2018-11-30,177.779999,178.910004,175.009995,177.710007,177.641708,1399600
2018-12-03,178.970001,179.789993,174.850006,177.889999,177.821625,895200
2018-12-04,180.119995,181.729996,175.619995,178.190002,178.121521,1549500
2018-12-06,176.309998,177.000000,170.750000,175.759995,175.692444,1226600
2018-12-07,174.619995,177.259995,167.380005,167.589996,167.525589,761800
2018-12-10,167.809998,167.820007,163.410004,166.169998,166.106140,1471200
2018-12-11,167.679993,168.889999,165.009995,165.800003,165.736282,861200
2018-12-12,166.949997,168.860001,166.119995,166.979996,166.915817,1461100
2018-12-13,166.820007,167.979996,165.130005,166.289993,166.226089,1008100
2018-12-14,165.300003,168.380005,163.399994,163.779999,163.717056,968600
2018-12-17,162.610001,162.729996,158.130005,158.839996,158.778946,1223800
2018-12-18,160.000000,162.889999,157.830002,158.240005,158.179184,1312500
2018-12-19,158.710007,160.490005,155.429993,156.119995,156.059998,1174300
2018-12-20,155.279999,156.149994,150.649994,152.500000,152.500000,1804900
2018-12-21,151.570007,155.889999,150.339996,151.410004,151.410004,1872900
2018-12-24,151.029999,152.000000,148.369995,148.919998,148.919998,649100
2018-12-26,149.720001,155.130005,149.029999,155.029999,155.029999,962600
2018-12-27,153.440002,154.770004,149.580002,154.690002,154.690002,1123400
2018-12-28,155.339996,157.300003,153.639999,155.460007,155.460007,1009500
2018-12-31,156.050003,157.679993,154.990005,157.460007,157.460007,752500
